0.000000 -60492.206212 -14556802.826284
-30402.359033 -161616.007894 -12901228.816877
-46486.217469 -195396.827050 -10224347.640606
-273761.560857 -411489.340318 -11504852.505791
-286059.357880 -362714.832814 -11504852.505791
-357756.657757 -520922.615213 -12901228.816877
-245571.606078 -358538.363905 -12901228.816877
-371200.265558 -612011.458363 -11504852.505791
-616926.658780 -725011.512043 -12083978.654440
-877948.878337 -1131157.217781 -12957883.259909
-388658.582746 -801534.635052 -12957883.259909
-1265198.807575 -1541478.105204 -12957883.259909
-1127236.033101 -1216825.572987 -13734877.828431
-1226576.890457 -1383737.739921 -13558521.120338
-1742543.837101 -2053925.544533 -12901228.816877
-1597408.520768 -1837469.548679 -14530857.590587
-1212706.535117 -1599285.166444 -14325540.495525
-2401034.917415 -2533968.397101 -12976823.792562
-2013652.871661 -2192075.842701 -12976823.792562
-2684125.102396 -2985272.536133 -11518430.002324
-1777604.770128 -1892986.318044 -13757117.565854
-2445018.201181 -2509485.096227 -12976823.792562
-3026044.997072 -3299513.508146 -11518430.002324
-2654196.828331 -3006318.979849 -12976823.792562
-3543090.183984 -3624365.282347 -9133734.173078
-2684725.278454 -2976764.296251 -14556802.826284
-3659568.720341 -3822860.238256 -13558521.120338
-2766890.401885 -2993045.471633 -11518430.002324
-2976409.710111 -3241505.064354 -11464160.832603
-3613867.384620 -3670867.101556 -15359398.264701
-2988136.805229 -3212237.999001 -12957883.259909
-3376394.442149 -3591267.959771 -11396488.930706
-3860366.308132 -3951788.837337 -12227913.763941
-3110493.140805 -3452265.320924 -14453396.869481
-3897835.405656 -4055833.094190 -12901228.816877
-4151498.745069 -4212468.840284 -14530857.590587
-4676496.682524 -4872401.750065 -11464160.832603
-4367310.999017 -4475716.928889 -13406492.371948
-4204622.953504 -4371688.453401 -13757117.565854
-3834397.312818 -3880787.485103 -14149136.396820
-4123369.150616 -4340292.262592 -13734877.828431
-4650636.485601 -4843074.278366 -12163779.952954
-3403080.553486 -3504431.787166 -16143600.480505
-4444792.838996 -4647791.331174 -14556802.826284
-4385288.680756 -4496035.659669 -15092294.069353
-4052386.915390 -4086375.977113 -14530857.590587
-4226166.211516 -4279738.628729 -15838132.987567
-5087649.158380 -5132776.851327 -12807368.654611
-4515470.094363 -4542089.635310 -12901228.816877
-3668864.189662 -3791893.696319 -14889244.682947
-4327805.192855 -4379471.014088 -13558521.120338
-4485930.659341 -4617684.392368 -13757117.565854
-4504200.237637 -4615490.294374 -13734877.828431
-4403988.974407 -4638890.235721 -14453396.869481
-4425302.131038 -4489665.758625 -15359398.264701
-4749275.655875 -4869791.109806 -14530857.590587
-5157414.619062 -5179676.407338 -12807368.654611
-4166635.747936 -4207428.262672 -14634075.358581
-5068488.644747 -5173080.913284 -12901228.816877
-5593059.404829 -5608639.288311 -10841636.343492
-5335833.401988 -5465765.858779 -13668418.505575
-4974959.517137 -4988236.718837 -12511880.663677
-4241640.225264 -4304402.249942 -15838132.987567
-4825041.321454 -4961498.183293 -14453396.869481
-5696997.407047 -5767107.597373 -10146525.747840
-4659438.201920 -4713314.302578 -15092294.069353
-5304463.683807 -5455211.968130 -13668418.505575
-5259429.476918 -5419542.205455 -14556802.826284
-5171413.896276 -5262081.495014 -13214163.948219
-5768045.170345 -5910856.998704 -12976823.792562
-5267438.480995 -5351514.210960 -14530857.590587
-6251688.588737 -6279762.004184 -9653130.709741
-6259792.782868 -6342200.634704 -10195190.922826
-5392504.314423 -5518662.608095 -14530857.590587
-5830335.836465 -5903519.594602 -12807368.654611
-5658350.613334 -5774830.862233 -14530857.590587
-5900037.083405 -5943070.007214 -11831552.113932
-5565268.362169 -5703894.759970 -14556802.826284
-5594058.468868 -5619255.134458 -14325540.495525
-6535113.501310 -6550654.952985 -9126694.754035
-4939878.522507 -4974356.255384 -15838132.987566
-4105112.073655 -4124134.408000 -17374825.984632
-5948700.185172 -5996736.236469 -13668418.505575
-6413261.194078 -6481106.305948 -10669655.980514
-6606730.036331 -6662651.505442 -9628350.242288
-4654534.288372 -4704671.057958 -16537915.030853
-6147624.235359 -6203990.367086 -13734877.828431
-6604560.972213 -6666457.805365 -9105525.154535
-4587971.513704 -4596363.454296 -16277009.116071
-6645223.954922 -6726155.249607 -8648835.562135
-6726155.249607 -6832140.620279 -8648835.562135
-6735767.079838 -6818190.348894 -8203804.128838
-6713201.254640 -6770107.145049 -8156289.496513
-6578694.167950 -6674966.295922 -7721091.107689
-6719621.564564 -6765651.929448 -7777078.008122
-6877193.135709 -6932951.189669 -8182776.336230
-6696578.070899 -6755278.163324 -7383859.156756
-6833599.449220 -6952436.505927 -7416538.180669
-6872358.715537 -6925467.814965 -7383859.156756
-6925467.814965 -7046518.569906 -7383859.156756
-6626180.265563 -6716430.009106 -6462722.904946
-6647946.853243 -6703943.686016 -6983621.380864
-6966279.523999 -7050351.586567 -7017346.949127
-6893274.343100 -7030463.242730 -6705834.639130
-5006742.618621 -5076126.946667 -3841076.711717
-5076126.946667 -5134532.027984 -3841076.711717
-6756174.715045 -6831282.284646 -6170138.919758
-7098112.713941 -7271533.015987 -6675477.999400
-7135317.180368 -7191815.032604 -6438906.169026
-5321276.604450 -5389047.646046 -3848194.482359
-5344917.325374 -5439653.897235 -3845836.694934
-7382042.618283 -7496469.666463 -6438906.169026
-5485596.484119 -5528268.154827 -3845047.450752
-7085798.694105 -7199445.339805 -6314990.264777
-7782023.097430 -7895547.807618 -7625494.552597
-5628317.765491 -5668973.421804 -3841076.711717
-5496759.629680 -5527044.650490 -3835450.419391
-7397813.922628 -7490146.299647 -5933206.030350
-6225492.475263 -6283397.389223 -5700025.583144
-5640019.384823 -5710302.766916 -3838674.932887
-7367049.508595 -7394437.846731 -6150805.074909
-5856723.762612 -5888025.477661 -3845047.450752
-7334056.712628 -7426535.335576 -5709306.266502
-5881603.581324 -5945668.312321 -3841874.102061
-5967824.449404 -6050267.547557 -3838674.932887
-5904753.201866 -5980059.722912 -3815597.489549
-5985755.493005 -6035866.722556 -3828927.279086
-6063561.828256 -6111402.218761 -3841076.711717
-6089261.483772 -6138115.167229 -3812208.565313
-7543924.192937 -7625136.949983 -5706991.880760
-7228822.458094 -7262607.930590 -5278955.774076
-6481475.230083 -6511678.701497 -5933206.030350
-6152665.297117 -6213184.976214 -3835450.419391
-7622246.315320 -7712706.912451 -5688339.986945
-7983627.989172 -8040678.989866 -6150805.074909
-6441623.086849 -6479274.353513 -5706991.880760
-7037575.613644 -7065795.201275 -6438906.169026
-7492114.244082 -7579895.173478 -5456182.594026
-6610346.775440 -6626436.400106 -3845836.694934
-6502418.614372 -6546547.026771 -5706991.880760
-7516993.662196 -7552664.834554 -6012961.507066
-7241799.851549 -7266484.451195 -6094384.104330
-8547115.109356 -8733923.866995 -6755348.847141
-6675099.437540 -6719490.854188 -3845047.450752
-6481998.967208 -6551353.785743 -3818964.230895
-6665393.549952 -6689516.128949 -3805365.991303
-6794466.007042 -6822657.129086 -3845047.450752
-6760630.983411 -6819081.110506 -3838674.932887
-6624606.876155 -6639411.983111 -3828105.083134
-6639411.983111 -6704351.344424 -3828105.083134
-6843816.269477 -6893235.640006 -5287078.326078
-6680726.746932 -6716415.849224 -3821474.530916
-6571114.413360 -6585146.535253 -3777192.730994
-7848081.003115 -7899834.863591 -5482469.621873
-6730112.167715 -6744147.510969 -3821474.530916
-6770763.155097 -6818492.919117 -3798439.965441
-7147552.943883 -7161531.994682 -3833015.698395
-7585474.058166 -7681209.361009 -5235641.166666
-6734060.060233 -6831331.974282 -3818964.230895
-8036854.593696 -8122573.389930 -5471569.922911
-6990769.883230 -7020098.536647 -3825629.593672
-6749410.100186 -6814974.687495 -3808797.904017
-8456124.662625 -8484959.887495 -5940711.057316
-6889689.986856 -6945952.521358 -3805365.991303
-7248142.156512 -7304010.885584 -3828927.279086
-7243398.045896 -7271232.835769 -3835450.419391
-7219527.198946 -7310370.563711 -3819802.409623
-7310588.171602 -7324155.774386 -3807941.905840
-7208960.172061 -7247782.159944 -3794946.558996
-7699372.399783 -7719788.928612 -5381886.563404
-7543620.039180 -7643447.739717 -3836258.895220
-7308102.422404 -7358301.534876 -6012961.507066
-7788375.394253 -7903334.871122 -3847410.218823
-7569815.604159 -7725360.389118 -3818964.230895
-7754044.814895 -7806733.813168 -3841076.711717
-7025891.733815 -7094834.680448 -3751600.603591
-7921041.426643 -7951717.464343 -5381886.563404
-7341158.264402 -7384132.118384 -3794946.616007
-7453750.284901 -7523572.192794 -4969743.542726
-7816846.415150 -7837827.828775 -4886824.847329
-7378223.786659 -7407307.337312 -3812208.565313
-7951816.364870 -8116156.999540 -3828927.279086
-8028009.659696 -8084286.337132 -3841076.711717
-7731140.489322 -7804567.110523 -3794946.558996
-7907793.390801 -7991121.278663 -4899589.444918
-7764049.157679 -7802082.800095 -3818964.230895
-6971124.760189 -7061011.845885 -4825628.908889
-7647890.976181 -7675156.164332 -3777192.622151
-8309927.709124 -8368116.909647 -3825629.593672
-8422597.494997 -8529823.187400 -3828927.291619
-8427733.427441 -8528039.568465 -3845047.450752
-8638958.268104 -8762818.423920 -3833015.698395
-8641321.808436 -8747597.663072 -3828927.279086
-7474215.301811 -7551841.836678 -3735688.319270
-7782871.167031 -7797041.162011 -3751600.603591
-8641853.777369 -8779857.401226 -3841874.102061
-8984977.704951 -9154101.162522 -3835450.419391
-9124001.847467 -9157558.022002 -3841076.711717
-8598811.098382 -8675589.057916 -3828105.083134
-8846681.076929 -8913960.154828 -3835450.419391
-9144884.009957 -9211054.200959 -3838674.932887
-8756928.879296 -8904422.193310 -3833015.698395
-9065144.257127 -9092382.493666 -3828927.291619
-9257493.131867 -9303788.413331 -3833015.698395
-9215663.957981 -9275307.090620 -3842669.880701
-9529310.403443 -9653555.782967 -3838674.932887
-7616958.847189 -7640712.322784 -5381886.563404
-8805613.372485 -8851962.767490 -3806225.978003
-9566317.223533 -9739072.136610 -3835450.419391
-7688731.712245 -7692841.627326 -5471569.922911
-8986587.590685 -9025804.611272 -3816441.254153
-8441853.915927 -8478817.664338 -5093829.061819
-9470522.010790 -9545401.327717 -3828927.291619
-8477550.566739 -8511800.978298 -3759914.011088
-9773845.012001 -9904121.734212 -3847410.218823
-8768181.589576 -8782427.738874 -3781674.626873
-8768186.618949 -8795040.359393 -3815597.489549
-8152873.700447 -8168799.504391 -3781674.626873
-10145772.393568 -10405995.071272 -3847410.218823
-10269743.436303 -10324439.196919 -3838674.932887
-7763973.979341 -7793549.301820 -5047393.946144
-10152680.041035 -10479197.748136 -3836258.895220
-9537910.066289 -9574237.650277 -3828927.291619
-9820287.175400 -9959248.644248 -3835450.419391
-9168671.920108 -9193580.914046 -3794946.616007
-9961647.577275 -10030022.734842 -3812208.565313
-10849372.583355 -10881055.074000 -3847410.218823
-9126409.828043 -9150387.570416 -3779885.151522
-10225861.556125 -10306711.451668 -3818964.230895
-10311274.150920 -10347870.475829 -3841076.711717
-10314543.432444 -10598893.386781 -3818964.230895
-9591451.546630 -9684355.433381 -3806225.978003
-10520886.363654 -10523279.940866 -3841874.102061
-10503210.925584 -10650255.368361 -3842669.880701
-10378636.387103 -10428243.478197 -3825629.593672
-11258374.942877 -11537651.565767 -3845047.450752
-11340086.067391 -11303990.016056 -3836258.895220
-10252182.273247 -10303443.077759 -3828927.291619
-9571081.983870 -9665981.614281 -3792313.641444
-9431853.316211 -9434420.237510 -3792313.641444
-9786378.373329 -9813686.197099 -3779885.151522
-10821485.072298 -11042919.844964 -3825629.593672
-11688911.244555 -11799789.871784 -3845836.694934
-8710432.611942 -8736183.296213 -4908654.243931
-11133581.615951 -11340112.058251 -3842669.880701
-8131449.823693 -8200339.046038 -4797343.144943
-11015006.169659 -11034839.613026 -3835450.419391
-8789318.170357 -8823085.074778 -5591928.904997
-10476936.310168 -10633413.827385 -3825629.593672
-9407067.041928 -9436624.847996 -3766324.092518
-9553401.339623 -9626967.890808 -3777192.622151
-10319390.179526 -10423245.333791 -3807941.905840
-11908101.663005 -12209283.966249 -3841076.711717
-11324210.651706 -11357770.230826 -3825629.593672
-11108448.829433 -11281570.347390 -3821474.530916
-12339643.265354 -12414428.613774 -3847410.218823
-10060862.035740 -10157822.361057 -3805365.991303
-9459957.940692 -9474147.535764 -3755305.189129
-10159557.672020 -10237730.793363 -3792313.641444
-9695776.815805 -9733849.262456 -3758073.564654
-9902428.440594 -9990942.584752 -3772682.940526
-10579972.571873 -10732529.199587 -3808797.904017
-9781113.884428 -9801967.572749 -3777192.622151
-9848489.753187 -9879266.050325 -3762667.279349
-7735394.789959 -7815965.406996 -4569984.587920
-7963177.650252 -7974284.810722 -5152721.500146
-11703069.675464 -11988071.157284 -3819802.409623
-9745027.137729 -9858694.112561 -3755305.189129
-10703563.961219 -10780995.117201 -3816441.254153
-11901576.843072 -11999523.167598 -3821474.530916
-9464005.692922 -9488533.224074 -3740395.471940
-12217804.995015 -12498097.176897 -3845047.450752
-9121210.907353 -9139092.577855 -3755305.189129
-10927521.699969 -11046225.742295 -3806225.978003
-9487231.948032 -9513909.107029 -3735688.122857
-8664123.481567 -8707575.104150 -4746403.863204
-10624631.000414 -10768866.621943 -3807941.905840
-11877457.726202 -11964208.509948 -3833015.698395
-7931775.620343 -7949973.802553 -4586380.960550
